"id";"average_length_inches";"average_weight_inches";"habitat";"ph_of_water";"color";"Gender";"life_span";"acidity"
306;3.3;9.84;"lakes";6.9;"Red_and_White_Bi_Color";"FALSE";10.6;"low ph"
307;5.96;4.92;"slowmovingwaters";6.9;"Green_and_Chocolate";"FALSE";11.0;"low ph"
308;9.16;13.57;"ponds";6.7;"Yellow";"FALSE";26.3;"low ph"
309;18.17;5.25;"idlewater";7.8;"White";"TRUE";3.7;"high ph"
310;5.36;9.65;"idlewater";6.2;"Red_and_Silver";"FALSE";6.6;"really low ph"
311;10.16;9.2;"lakes";7.8;"Calico";"TRUE";9.8;"high ph"
312;19.43;2.51;"lakes";6.6;"Orange";"TRUE";9.8;"low ph"
313;19.27;15.47;"ponds";6.8;"Red_and_Silver";"FALSE";3.8;"low ph"
314;6.28;15.78;"idlewater";7.0;"Red_and_White_Bi_Color";"FALSE";14.3;"intermediate ph"
315;18.68;2.01;"idlewater";6.3;"White";"FALSE";23.7;"really low ph"
316;7.05;14.29;"rivers";6.4;"Reddish_Orange";"TRUE";14.4;"really low ph"
317;7.48;4.94;"slowmovingwaters";7.8;"Green_and_Chocolate";"TRUE";12.4;"high ph"
318;12.48;3.62;"idlewater";7.7;"Red_and_White_Bi_Color";"TRUE";22.8;"high ph"
319;4.78;7.59;"lakes";6.1;"Black_and_Orange";"TRUE";11.4;"really low ph"
320;11.06;8.83;"slowmovingwaters";6.4;"Calico";"FALSE";21.4;"really low ph"
321;17.13;15.86;"ponds";6.5;"Red_and_Silver";"FALSE";26.7;"low ph"
322;19.29;17.04;"idlewater";6.5;"Reddish_Orange";"FALSE";5.7;"low ph"
323;7.87;16.8;"slowmovingwaters";6.4;"Black_and_Orange";"TRUE";18.7;"really low ph"
324;11.59;13.63;"slowmovingwaters";7.0;"Red_and_White_Bi_Color";"TRUE";15.3;"intermediate ph"
325;1.03;11.68;"lakes";6.4;"Red_and_White_Bi_Color";"FALSE";9.1;"really low ph"
326;14.99;16.61;"slowmovingwaters";6.3;"Orange";"TRUE";7.2;"really low ph"
327;11.61;5.94;"lakes";6.7;"Red_and_White_Bi_Color";"TRUE";5.5;"low ph"
328;7.88;2.98;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";11.2;"low ph"
329;1.91;6.78;"rivers";7.0;"Black_and_Orange";"FALSE";10.0;"intermediate ph"
330;8.24;9.02;"slowmovingwaters";6.3;"Green_and_Chocolate";"TRUE";25.1;"really low ph"
331;9.97;16.54;"lakes";7.4;"Reddish_Orange";"FALSE";3.0;"intermediate ph"
332;1.26;2.53;"slowmovingwaters";6.7;"Orange";"TRUE";2.0;"low ph"
333;16.67;4.59;"rivers";6.6;"Yellow";"FALSE";10.6;"low ph"
334;2.67;7.73;"ponds";7.6;"Black_and_Orange";"FALSE";16.3;"high ph"
335;10.61;13.71;"slowmovingwaters";6.9;"Orange";"FALSE";16.1;"low ph"
336;15.07;11.48;"ponds";7.4;"Calico";"FALSE";24.0;"intermediate ph"
337;3.1;10.23;"rivers";7.0;"Calico";"TRUE";11.7;"intermediate ph"
338;8.57;10.03;"ponds";6.8;"Red_and_White_Bi_Color";"TRUE";21.6;"low ph"
339;1.11;9.23;"idlewater";6.3;"Reddish_Orange";"FALSE";6.5;"really low ph"
340;2.57;9.86;"rivers";7.7;"Red_and_Silver";"FALSE";26.4;"high ph"
341;12.56;10.64;"ponds";6.1;"Calico";"FALSE";10.9;"really low ph"
342;6.17;4.02;"idlewater";7.7;"Black_and_Orange";"TRUE";11.1;"high ph"
343;17.7;8.65;"ponds";7.7;"Green_and_Chocolate";"FALSE";23.3;"high ph"
344;10.62;13.57;"slowmovingwaters";6.9;"Calico";"FALSE";11.9;"low ph"
345;8.15;10.5;"slowmovingwaters";7.6;"Reddish_Orange";"FALSE";11.6;"high ph"
346;18.15;17.85;"rivers";7.0;"White";"FALSE";19.4;"intermediate ph"
347;6.9;12.53;"slowmovingwaters";7.6;"White";"TRUE";4.7;"high ph"
348;9.11;2.61;"idlewater";6.1;"Green_and_Chocolate";"TRUE";10.4;"really low ph"
349;19.73;11.63;"idlewater";7.1;"Green_and_Chocolate";"FALSE";7.3;"intermediate ph"
350;14.22;6.49;"rivers";6.5;"Black_and_Orange";"FALSE";6.4;"low ph"
351;9.29;11.57;"ponds";7.1;"Red_and_Silver";"FALSE";1.3;"intermediate ph"
352;2.78;11.14;"slowmovingwaters";6.1;"Black_and_Orange";"FALSE";27.6;"really low ph"
353;15.8;8.29;"lakes";7.0;"Reddish_Orange";"TRUE";4.0;"intermediate ph"
354;14.77;18.18;"lakes";6.0;"White";"TRUE";12.8;"really low ph"
355;19.67;14.79;"lakes";6.7;"Red_and_Silver";"FALSE";1.9;"low ph"
356;18.42;10.75;"slowmovingwaters";6.8;"Yellow";"FALSE";19.6;"low ph"
357;18.94;11.5;"rivers";6.4;"Red_and_Silver";"FALSE";24.5;"really low ph"
358;3.38;16.38;"lakes";7.5;"Calico";"TRUE";20.0;"high ph"
359;3.82;13.48;"lakes";6.7;"Calico";"FALSE";27.3;"low ph"
360;15.09;3.86;"lakes";7.2;"Red_and_Silver";"FALSE";10.9;"intermediate ph"
361;17.54;15.03;"lakes";6.2;"Yellow";"TRUE";11.8;"really low ph"
362;1.4;12.33;"idlewater";7.3;"Yellow";"TRUE";11.0;"intermediate ph"
363;19.04;16.92;"rivers";7.9;"Calico";"TRUE";1.1;"high ph"
364;3.35;7.88;"slowmovingwaters";6.1;"Red_and_Silver";"FALSE";1.3;"really low ph"
365;6.56;17.05;"lakes";6.3;"White";"FALSE";7.7;"really low ph"
366;15.54;2.04;"ponds";7.7;"Yellow";"TRUE";8.1;"high ph"
367;8.32;13.44;"rivers";7.5;"White";"TRUE";10.9;"high ph"
368;18.19;14.74;"rivers";7.6;"Red_and_Silver";"FALSE";26.6;"high ph"
369;14.53;5.29;"lakes";6.1;"Calico";"FALSE";24.5;"really low ph"
370;11.72;5.3;"lakes";7.4;"Red_and_White_Bi_Color";"FALSE";2.9;"intermediate ph"
371;7.4;14.52;"slowmovingwaters";7.1;"Red_and_Silver";"TRUE";11.9;"intermediate ph"
372;16.63;4.28;"slowmovingwaters";6.0;"Red_and_White_Bi_Color";"FALSE";20.7;"really low ph"
373;2.13;15.79;"rivers";6.9;"Red_and_Silver";"TRUE";22.8;"low ph"
374;3.13;16.89;"rivers";7.7;"Calico";"TRUE";26.0;"high ph"
375;4.27;10.19;"lakes";7.2;"Yellow";"TRUE";6.1;"intermediate ph"
376;3.92;11.64;"ponds";6.5;"Yellow";"FALSE";21.0;"low ph"
377;11.35;3.14;"lakes";7.3;"Orange";"FALSE";27.5;"intermediate ph"
378;16.54;4.98;"idlewater";7.1;"Yellow";"FALSE";1.6;"intermediate ph"
379;7.9;14.78;"ponds";6.7;"Red_and_White_Bi_Color";"TRUE";24.4;"low ph"
380;10.66;5.35;"idlewater";7.9;"Green_and_Chocolate";"FALSE";18.0;"high ph"
381;15.32;17.32;"rivers";7.6;"Calico";"FALSE";27.5;"high ph"
382;5.95;7.7;"idlewater";7.8;"Green_and_Chocolate";"FALSE";22.1;"high ph"
383;6.76;4.82;"lakes";7.5;"Black_and_Orange";"FALSE";3.4;"high ph"
384;9.18;16.59;"ponds";6.7;"Black_and_Orange";"FALSE";16.0;"low ph"
385;4.75;8.97;"ponds";6.0;"Green_and_Chocolate";"TRUE";16.6;"really low ph"
386;9.8;10.71;"slowmovingwaters";7.2;"Green_and_Chocolate";"FALSE";15.0;"intermediate ph"
387;14.94;4.82;"ponds";7.6;"White";"FALSE";6.3;"high ph"
388;14.95;4.48;"slowmovingwaters";7.1;"Black_and_Orange";"TRUE";3.9;"intermediate ph"
389;3.22;6.98;"slowmovingwaters";6.9;"Reddish_Orange";"FALSE";1.6;"low ph"
390;15.17;9.34;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";25.2;"low ph"
391;19.46;9.59;"rivers";6.5;"Yellow";"FALSE";19.2;"low ph"
392;12.68;18.32;"idlewater";7.6;"Green_and_Chocolate";"TRUE";13.8;"high ph"
393;4.13;16.12;"idlewater";7.1;"Calico";"FALSE";6.3;"intermediate ph"
394;13.89;2.17;"slowmovingwaters";7.1;"White";"FALSE";5.4;"intermediate ph"
395;12.88;13.72;"rivers";6.1;"Black_and_Orange";"FALSE";19.8;"really low ph"
396;15.59;6.97;"idlewater";7.4;"White";"FALSE";3.4;"intermediate ph"
397;6.94;8.93;"lakes";7.9;"Orange";"FALSE";8.7;"high ph"
398;14.56;16.93;"lakes";7.3;"Yellow";"TRUE";17.8;"intermediate ph"
399;12.59;8.58;"ponds";6.3;"White";"FALSE";22.1;"really low ph"
400;18.63;8.75;"slowmovingwaters";6.5;"Calico";"TRUE";2.3;"low ph"
401;14.6;5.19;"lakes";6.4;"Orange";"TRUE";16.3;"really low ph"
402;1.83;7.74;"rivers";7.3;"Reddish_Orange";"TRUE";11.7;"intermediate ph"
403;13.25;16.04;"slowmovingwaters";6.1;"Yellow";"FALSE";7.1;"really low ph"
404;9.51;3.02;"rivers";6.9;"Red_and_White_Bi_Color";"TRUE";2.7;"low ph"
405;1.42;6.59;"lakes";7.8;"Green_and_Chocolate";"FALSE";10.4;"high ph"
406;9.67;13.61;"rivers";7.6;"Black_and_Orange";"FALSE";19.2;"high ph"
407;3.7;8.24;"slowmovingwaters";7.3;"White";"TRUE";25.6;"intermediate ph"
408;9.3;10.54;"ponds";7.3;"Reddish_Orange";"TRUE";21.9;"intermediate ph"
409;2.13;18.68;"slowmovingwaters";7.5;"Green_and_Chocolate";"TRUE";17.3;"high ph"
410;3.8;11.79;"ponds";7.2;"Red_and_Silver";"FALSE";27.4;"intermediate ph"
411;11.12;7.72;"ponds";7.3;"Orange";"FALSE";14.9;"intermediate ph"
412;19.26;4.06;"rivers";6.4;"Orange";"TRUE";20.0;"really low ph"
413;18.96;7.51;"idlewater";7.7;"Red_and_Silver";"TRUE";7.5;"high ph"
414;5.74;5.05;"lakes";6.7;"Calico";"FALSE";23.4;"low ph"
415;11.53;12.96;"lakes";6.1;"Red_and_Silver";"FALSE";17.1;"really low ph"
416;8.93;2.16;"ponds";7.8;"White";"FALSE";15.9;"high ph"
417;1.57;15.83;"ponds";6.6;"Calico";"FALSE";9.4;"low ph"
418;13.99;3.09;"rivers";6.0;"Black_and_Orange";"TRUE";8.6;"really low ph"
419;10.03;15.13;"slowmovingwaters";6.1;"Yellow";"FALSE";24.5;"really low ph"
420;5.83;15.57;"lakes";6.2;"Yellow";"TRUE";5.6;"really low ph"
421;6.66;7.29;"rivers";6.2;"White";"TRUE";16.3;"really low ph"
422;17.0;17.28;"lakes";7.2;"Reddish_Orange";"FALSE";19.5;"intermediate ph"
423;3.25;2.67;"slowmovingwaters";6.1;"White";"FALSE";21.5;"really low ph"
424;10.47;9.32;"lakes";7.7;"Yellow";"TRUE";15.6;"high ph"
425;18.73;4.15;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";25.1;"high ph"
426;3.54;18.11;"lakes";7.2;"Calico";"TRUE";1.3;"intermediate ph"
427;3.79;5.2;"ponds";7.5;"Red_and_White_Bi_Color";"FALSE";13.7;"high ph"
428;9.46;18.45;"idlewater";6.1;"Green_and_Chocolate";"TRUE";14.4;"really low ph"
429;16.98;18.82;"rivers";6.5;"Orange";"FALSE";21.6;"low ph"
430;14.02;17.89;"rivers";6.6;"Red_and_White_Bi_Color";"TRUE";6.1;"low ph"
431;5.11;10.69;"slowmovingwaters";7.9;"Black_and_Orange";"FALSE";20.9;"high ph"
432;12.19;12.69;"lakes";6.9;"White";"FALSE";18.3;"low ph"
433;6.04;18.27;"lakes";6.5;"Red_and_White_Bi_Color";"FALSE";27.3;"low ph"
434;9.11;17.25;"rivers";6.9;"Green_and_Chocolate";"FALSE";16.0;"low ph"
435;5.47;5.56;"ponds";7.3;"Black_and_Orange";"FALSE";20.4;"intermediate ph"
436;6.95;4.51;"slowmovingwaters";7.1;"Green_and_Chocolate";"FALSE";27.4;"intermediate ph"
437;10.17;8.37;"slowmovingwaters";6.6;"Yellow";"TRUE";9.1;"low ph"
438;5.57;3.96;"ponds";6.6;"Black_and_Orange";"FALSE";8.8;"low ph"
439;19.62;12.76;"slowmovingwaters";6.8;"Red_and_Silver";"FALSE";20.1;"low ph"
440;9.82;6.56;"rivers";7.3;"Green_and_Chocolate";"FALSE";8.1;"intermediate ph"
441;18.55;5.08;"lakes";7.1;"Orange";"TRUE";4.0;"intermediate ph"
442;10.73;18.64;"ponds";7.5;"Yellow";"TRUE";26.8;"high ph"
443;1.46;11.21;"lakes";7.9;"Calico";"TRUE";25.8;"high ph"
444;15.67;17.78;"lakes";6.2;"Red_and_White_Bi_Color";"FALSE";18.9;"really low ph"
445;12.61;17.14;"rivers";7.9;"Orange";"FALSE";26.4;"high ph"
446;18.41;14.78;"slowmovingwaters";7.1;"Green_and_Chocolate";"TRUE";3.0;"intermediate ph"
447;2.04;8.38;"idlewater";7.2;"Green_and_Chocolate";"FALSE";8.9;"intermediate ph"
448;5.08;2.89;"ponds";6.5;"Orange";"FALSE";20.9;"low ph"
449;16.07;16.67;"idlewater";7.9;"Green_and_Chocolate";"TRUE";2.1;"high ph"
450;17.95;18.18;"lakes";6.0;"Red_and_White_Bi_Color";"TRUE";7.5;"really low ph"
451;8.13;16.75;"idlewater";6.2;"Orange";"FALSE";17.2;"really low ph"
452;9.78;3.66;"lakes";7.6;"Yellow";"FALSE";26.1;"high ph"
453;16.72;18.02;"idlewater";6.1;"Green_and_Chocolate";"FALSE";23.4;"really low ph"
454;2.73;3.33;"slowmovingwaters";6.5;"Black_and_Orange";"TRUE";19.2;"low ph"
455;11.03;5.92;"lakes";6.5;"Yellow";"FALSE";23.0;"low ph"
456;5.48;8.35;"slowmovingwaters";6.6;"Green_and_Chocolate";"TRUE";11.8;"low ph"
457;2.75;3.3;"ponds";6.3;"Green_and_Chocolate";"FALSE";2.9;"really low ph"
458;14.86;17.49;"ponds";7.8;"Orange";"FALSE";3.1;"high ph"
459;5.71;5.79;"idlewater";6.9;"Yellow";"FALSE";6.0;"low ph"
460;11.39;14.56;"idlewater";6.1;"White";"FALSE";8.2;"really low ph"
461;17.79;15.59;"idlewater";7.3;"Reddish_Orange";"FALSE";21.9;"intermediate ph"
462;5.75;9.23;"ponds";7.4;"Calico";"TRUE";2.7;"intermediate ph"
463;10.28;4.04;"idlewater";6.0;"Orange";"FALSE";19.5;"really low ph"
464;8.2;10.71;"rivers";8.0;"Yellow";"TRUE";23.4;"high ph"
465;3.76;8.7;"lakes";6.9;"Yellow";"TRUE";5.4;"low ph"
466;19.79;8.43;"idlewater";6.6;"Calico";"TRUE";26.0;"low ph"
467;10.57;18.33;"lakes";6.5;"Yellow";"TRUE";4.3;"low ph"
468;10.29;9.47;"lakes";6.5;"Red_and_Silver";"TRUE";5.8;"low ph"
469;4.82;9.66;"lakes";7.1;"Green_and_Chocolate";"TRUE";20.9;"intermediate ph"
470;1.21;18.79;"lakes";6.6;"Orange";"FALSE";27.7;"low ph"
471;14.44;10.39;"rivers";7.3;"Reddish_Orange";"FALSE";19.8;"intermediate ph"
472;9.26;18.75;"ponds";7.8;"Reddish_Orange";"TRUE";14.9;"high ph"
473;13.9;9.07;"slowmovingwaters";7.8;"Black_and_Orange";"TRUE";4.6;"high ph"
474;13.71;7.33;"idlewater";6.9;"Green_and_Chocolate";"TRUE";23.3;"low ph"
475;19.01;13.93;"idlewater";7.1;"Yellow";"FALSE";25.3;"intermediate ph"
476;16.68;14.96;"ponds";7.9;"Calico";"FALSE";15.2;"high ph"
477;1.91;18.15;"slowmovingwaters";6.7;"Red_and_White_Bi_Color";"FALSE";21.3;"low ph"
478;3.88;8.4;"ponds";7.6;"Green_and_Chocolate";"FALSE";22.0;"high ph"
479;15.44;2.86;"idlewater";6.7;"White";"TRUE";16.2;"low ph"
480;14.77;12.16;"ponds";7.1;"Calico";"FALSE";23.2;"intermediate ph"
481;19.76;12.04;"slowmovingwaters";6.3;"Red_and_White_Bi_Color";"TRUE";24.5;"really low ph"
482;18.58;9.41;"slowmovingwaters";7.4;"White";"TRUE";14.8;"intermediate ph"
483;2.32;9.02;"slowmovingwaters";7.2;"Yellow";"TRUE";24.1;"intermediate ph"
484;13.66;3.41;"ponds";6.6;"Black_and_Orange";"FALSE";13.7;"low ph"
485;8.78;18.31;"rivers";6.7;"Green_and_Chocolate";"FALSE";2.5;"low ph"
486;15.98;4.36;"slowmovingwaters";6.7;"Orange";"TRUE";11.6;"low ph"
487;2.67;10.74;"ponds";6.1;"Orange";"FALSE";13.0;"really low ph"
488;18.3;11.06;"ponds";7.7;"Green_and_Chocolate";"TRUE";18.9;"high ph"
489;11.58;18.74;"slowmovingwaters";6.6;"Orange";"TRUE";3.2;"low ph"
490;4.17;8.06;"ponds";8.0;"Yellow";"FALSE";2.2;"high ph"
491;2.9;6.13;"ponds";7.5;"Black_and_Orange";"FALSE";18.9;"high ph"
492;14.26;15.43;"lakes";6.1;"Orange";"FALSE";17.0;"really low ph"
493;17.01;7.56;"ponds";6.8;"Red_and_Silver";"FALSE";27.9;"low ph"
494;14.17;10.59;"ponds";7.5;"Black_and_Orange";"FALSE";16.8;"high ph"
495;18.87;11.91;"ponds";7.7;"Calico";"FALSE";16.0;"high ph"
496;15.33;17.13;"rivers";6.1;"Red_and_Silver";"TRUE";23.5;"really low ph"
497;14.6;16.92;"ponds";6.3;"White";"TRUE";5.3;"really low ph"
498;9.47;4.71;"slowmovingwaters";7.3;"Yellow";"FALSE";10.0;"intermediate ph"
499;19.97;15.96;"ponds";7.2;"Calico";"FALSE";1.3;"intermediate ph"
500;17.1;16.93;"slowmovingwaters";6.8;"Reddish_Orange";"TRUE";16.5;"low ph"
501;18.54;9.49;"ponds";7.0;"Red_and_White_Bi_Color";"FALSE";5.2;"intermediate ph"
502;1.29;5.84;"idlewater";6.3;"Green_and_Chocolate";"FALSE";26.3;"really low ph"
503;10.32;13.38;"idlewater";7.4;"Red_and_Silver";"TRUE";22.7;"intermediate ph"
504;14.12;11.57;"idlewater";6.2;"Black_and_Orange";"TRUE";11.6;"really low ph"
505;15.5;15.86;"idlewater";7.0;"Yellow";"TRUE";18.5;"intermediate ph"
506;14.84;15.26;"ponds";7.1;"Red_and_White_Bi_Color";"TRUE";6.8;"intermediate ph"
507;7.37;14.33;"ponds";7.7;"Black_and_Orange";"FALSE";15.1;"high ph"
508;2.8;3.62;"slowmovingwaters";7.1;"Yellow";"FALSE";2.0;"intermediate ph"
509;8.06;8.61;"idlewater";7.1;"Green_and_Chocolate";"TRUE";15.9;"intermediate ph"
510;17.97;10.76;"lakes";7.3;"Orange";"FALSE";9.9;"intermediate ph"
511;5.03;7.23;"ponds";7.7;"Yellow";"FALSE";9.9;"high ph"
512;18.26;14.5;"rivers";6.6;"Calico";"TRUE";9.7;"low ph"
513;1.11;4.47;"rivers";7.2;"Orange";"FALSE";26.7;"intermediate ph"
514;7.58;5.68;"rivers";7.5;"Calico";"TRUE";15.2;"high ph"
515;18.45;8.83;"rivers";7.2;"Red_and_Silver";"TRUE";7.7;"intermediate ph"
516;3.27;16.95;"lakes";6.4;"Reddish_Orange";"TRUE";22.1;"really low ph"
517;13.23;13.69;"ponds";6.2;"White";"FALSE";22.9;"really low ph"
518;18.41;13.23;"slowmovingwaters";7.7;"Reddish_Orange";"TRUE";19.2;"high ph"
519;13.11;11.38;"lakes";7.6;"Calico";"FALSE";20.5;"high ph"
520;11.58;3.26;"slowmovingwaters";7.1;"Orange";"FALSE";7.5;"intermediate ph"
521;13.4;8.97;"idlewater";7.0;"Red_and_White_Bi_Color";"TRUE";6.1;"intermediate ph"
522;14.39;3.32;"rivers";7.5;"Yellow";"TRUE";18.6;"high ph"
523;8.28;18.84;"idlewater";7.4;"Yellow";"TRUE";18.8;"intermediate ph"
524;4.96;15.28;"lakes";7.3;"Red_and_Silver";"FALSE";2.8;"intermediate ph"
525;12.63;4.15;"ponds";6.0;"Yellow";"TRUE";16.7;"really low ph"
526;2.25;15.15;"lakes";7.1;"Reddish_Orange";"TRUE";11.0;"intermediate ph"
527;13.56;12.66;"slowmovingwaters";8.0;"Calico";"TRUE";24.4;"high ph"
528;17.06;11.97;"slowmovingwaters";6.6;"Black_and_Orange";"TRUE";11.8;"low ph"
529;1.13;6.09;"rivers";7.5;"Orange";"FALSE";9.4;"high ph"
530;6.38;8.07;"slowmovingwaters";6.9;"Reddish_Orange";"FALSE";11.1;"low ph"
531;3.33;5.63;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";21.6;"high ph"
532;9.99;14.62;"rivers";7.2;"Orange";"TRUE";21.6;"intermediate ph"
533;7.01;8.26;"lakes";7.2;"Green_and_Chocolate";"FALSE";12.6;"intermediate ph"
534;2.57;13.8;"idlewater";6.4;"Reddish_Orange";"FALSE";19.8;"really low ph"
535;10.54;16.01;"slowmovingwaters";7.5;"Orange";"TRUE";7.4;"high ph"
536;18.25;17.72;"idlewater";6.4;"White";"TRUE";4.9;"really low ph"
537;7.74;9.08;"lakes";6.4;"Orange";"TRUE";24.6;"really low ph"
538;13.87;3.39;"slowmovingwaters";6.1;"Green_and_Chocolate";"TRUE";21.9;"really low ph"
539;9.86;3.11;"idlewater";7.3;"White";"TRUE";18.9;"intermediate ph"
540;8.44;14.05;"lakes";6.7;"Calico";"TRUE";23.4;"low ph"
541;19.66;2.77;"slowmovingwaters";6.2;"White";"TRUE";20.0;"really low ph"
542;16.86;9.54;"slowmovingwaters";6.3;"Red_and_Silver";"FALSE";1.6;"really low ph"
543;7.92;8.73;"rivers";6.7;"White";"FALSE";8.4;"low ph"
544;15.31;11.57;"rivers";7.7;"Reddish_Orange";"TRUE";12.2;"high ph"
545;9.2;10.12;"lakes";7.9;"Calico";"TRUE";14.7;"high ph"
546;3.23;18.03;"ponds";7.6;"Black_and_Orange";"FALSE";15.5;"high ph"
547;11.96;12.07;"slowmovingwaters";6.3;"Red_and_Silver";"TRUE";24.5;"really low ph"
548;17.34;11.95;"slowmovingwaters";6.2;"Green_and_Chocolate";"TRUE";27.1;"really low ph"
549;1.19;16.49;"lakes";7.2;"Reddish_Orange";"TRUE";17.3;"intermediate ph"
550;16.17;5.73;"lakes";7.2;"Reddish_Orange";"FALSE";19.4;"intermediate ph"
551;2.04;18.25;"rivers";6.8;"Red_and_Silver";"TRUE";19.2;"low ph"
552;16.27;17.6;"ponds";7.5;"White";"FALSE";6.1;"high ph"
553;16.71;2.01;"ponds";7.8;"Red_and_White_Bi_Color";"FALSE";6.2;"high ph"
554;6.49;13.68;"slowmovingwaters";6.1;"Red_and_White_Bi_Color";"TRUE";12.6;"really low ph"
555;19.04;18.35;"idlewater";7.5;"Red_and_Silver";"FALSE";11.5;"high ph"
556;8.8;2.08;"lakes";7.8;"Orange";"TRUE";17.4;"high ph"
557;12.89;9.87;"slowmovingwaters";6.6;"Orange";"FALSE";11.2;"low ph"
558;3.42;13.2;"lakes";7.5;"Green_and_Chocolate";"TRUE";5.4;"high ph"
559;12.9;9.28;"ponds";7.7;"Black_and_Orange";"FALSE";21.8;"high ph"
560;1.3;8.27;"lakes";7.3;"Black_and_Orange";"FALSE";27.9;"intermediate ph"
561;10.35;16.25;"rivers";7.8;"Green_and_Chocolate";"FALSE";14.2;"high ph"
562;14.46;18.2;"ponds";6.3;"White";"TRUE";6.8;"really low ph"
563;12.5;7.48;"ponds";8.0;"Orange";"TRUE";19.2;"high ph"
564;19.2;6.44;"lakes";7.9;"Reddish_Orange";"FALSE";4.8;"high ph"
565;4.95;11.79;"ponds";7.2;"Yellow";"TRUE";25.5;"intermediate ph"
566;9.63;4.73;"rivers";6.1;"Green_and_Chocolate";"FALSE";8.0;"really low ph"
567;19.04;13.86;"rivers";7.0;"Calico";"FALSE";20.3;"intermediate ph"
568;19.36;16.84;"rivers";7.2;"Calico";"FALSE";23.4;"intermediate ph"
569;9.51;5.79;"ponds";6.1;"Black_and_Orange";"FALSE";9.2;"really low ph"
570;14.36;12.81;"lakes";7.7;"Red_and_Silver";"FALSE";1.9;"high ph"
571;2.77;6.24;"ponds";7.2;"Orange";"TRUE";9.4;"intermediate ph"
572;1.51;11.04;"lakes";6.3;"Calico";"FALSE";18.7;"really low ph"
573;14.97;2.01;"slowmovingwaters";6.7;"White";"TRUE";21.8;"low ph"
574;8.03;10.53;"rivers";7.5;"Green_and_Chocolate";"TRUE";19.6;"high ph"
575;1.52;3.01;"idlewater";6.6;"Yellow";"TRUE";17.6;"low ph"
576;19.73;11.53;"idlewater";7.4;"Green_and_Chocolate";"FALSE";23.9;"intermediate ph"
577;9.09;8.48;"slowmovingwaters";6.9;"Orange";"TRUE";2.1;"low ph"
578;6.28;2.71;"lakes";6.5;"Red_and_White_Bi_Color";"FALSE";11.9;"low ph"
579;9.37;12.3;"rivers";6.9;"Green_and_Chocolate";"FALSE";23.8;"low ph"
580;7.74;12.17;"idlewater";6.4;"Black_and_Orange";"TRUE";9.3;"really low ph"
581;3.42;3.73;"ponds";6.3;"Red_and_Silver";"FALSE";9.6;"really low ph"
582;14.53;17.51;"rivers";7.6;"Red_and_Silver";"TRUE";19.9;"high ph"
583;13.6;2.65;"ponds";7.8;"Yellow";"TRUE";16.8;"high ph"
584;2.09;3.55;"ponds";6.9;"Yellow";"FALSE";15.6;"low ph"
585;13.28;13.85;"lakes";7.6;"Calico";"TRUE";2.8;"high ph"
586;7.32;9.1;"slowmovingwaters";6.8;"Yellow";"TRUE";17.5;"low ph"
587;3.52;15.78;"idlewater";6.3;"White";"TRUE";17.4;"really low ph"
588;14.31;17.52;"slowmovingwaters";7.6;"White";"FALSE";13.9;"high ph"
589;8.68;17.16;"lakes";6.6;"Red_and_Silver";"FALSE";26.0;"low ph"
590;1.6;13.95;"idlewater";7.3;"Calico";"TRUE";10.9;"intermediate ph"
591;10.35;5.16;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";2.2;"low ph"
592;19.53;5.68;"rivers";8.0;"Yellow";"FALSE";19.1;"high ph"
593;17.3;11.92;"rivers";6.4;"Yellow";"FALSE";24.5;"really low ph"
594;12.17;9.88;"idlewater";6.3;"Yellow";"FALSE";14.6;"really low ph"
595;9.5;6.22;"rivers";6.7;"Red_and_White_Bi_Color";"FALSE";5.9;"low ph"
596;5.09;18.44;"rivers";7.0;"Green_and_Chocolate";"TRUE";12.0;"intermediate ph"
597;14.65;14.1;"lakes";7.0;"Green_and_Chocolate";"TRUE";21.0;"intermediate ph"
598;14.58;8.24;"lakes";7.4;"Reddish_Orange";"FALSE";11.5;"intermediate ph"
599;13.36;13.44;"ponds";6.4;"Yellow";"FALSE";13.4;"really low ph"
600;9.18;17.87;"slowmovingwaters";7.9;"White";"FALSE";7.9;"high ph"
601;16.55;3.22;"lakes";6.7;"Orange";"FALSE";22.7;"low ph"
602;4.43;14.97;"ponds";6.6;"Reddish_Orange";"FALSE";2.6;"low ph"
603;11.28;16.0;"lakes";7.0;"Reddish_Orange";"FALSE";19.9;"intermediate ph"
604;7.86;13.06;"lakes";7.2;"Red_and_Silver";"TRUE";12.7;"intermediate ph"
605;15.86;16.41;"lakes";7.0;"Black_and_Orange";"TRUE";9.8;"intermediate ph"
606;6.92;8.2;"slowmovingwaters";6.8;"Reddish_Orange";"FALSE";9.9;"low ph"
607;17.4;14.22;"ponds";7.9;"Red_and_Silver";"FALSE";25.6;"high ph"
608;11.5;7.09;"lakes";6.1;"White";"TRUE";2.9;"really low ph"
609;13.5;4.79;"idlewater";7.8;"Orange";"TRUE";14.7;"high ph"
610;2.46;18.8;"slowmovingwaters";7.4;"Red_and_White_Bi_Color";"FALSE";7.6;"intermediate ph"
