"id";"average_length_inches";"average_weight_inches";"habitat";"ph_of_water";"color";"Gender";"life_span";"fish_size"
322;19.29;17.04;"idlewater";6.5;"Reddish_Orange";"FALSE";5.7;"really big"
323;7.87;16.8;"slowmovingwaters";6.4;"Black_and_Orange";"TRUE";18.7;"small"
324;11.59;13.63;"slowmovingwaters";7.0;"Red_and_White_Bi_Color";"TRUE";15.3;"big"
325;1.03;11.68;"lakes";6.4;"Red_and_White_Bi_Color";"FALSE";9.1;"really small"
326;14.99;16.61;"slowmovingwaters";6.3;"Orange";"TRUE";7.2;"big"
327;11.61;5.94;"lakes";6.7;"Red_and_White_Bi_Color";"TRUE";5.5;"big"
328;7.88;2.98;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";11.2;"small"
329;1.91;6.78;"rivers";7.0;"Black_and_Orange";"FALSE";10.0;"really small"
330;8.24;9.02;"slowmovingwaters";6.3;"Green_and_Chocolate";"TRUE";25.1;"small"
331;9.97;16.54;"lakes";7.4;"Reddish_Orange";"FALSE";3.0;"small"
332;1.26;2.53;"slowmovingwaters";6.7;"Orange";"TRUE";2.0;"really small"
333;16.67;4.59;"rivers";6.6;"Yellow";"FALSE";10.6;"really big"
334;2.67;7.73;"ponds";7.6;"Black_and_Orange";"FALSE";16.3;"really small"
335;10.61;13.71;"slowmovingwaters";6.9;"Orange";"FALSE";16.1;"big"
336;15.07;11.48;"ponds";7.4;"Calico";"FALSE";24.0;"really big"
337;3.1;10.23;"rivers";7.0;"Calico";"TRUE";11.7;"really small"
338;8.57;10.03;"ponds";6.8;"Red_and_White_Bi_Color";"TRUE";21.6;"small"
339;1.11;9.23;"idlewater";6.3;"Reddish_Orange";"FALSE";6.5;"really small"
340;2.57;9.86;"rivers";7.7;"Red_and_Silver";"FALSE";26.4;"really small"
341;12.56;10.64;"ponds";6.1;"Calico";"FALSE";10.9;"big"
342;6.17;4.02;"idlewater";7.7;"Black_and_Orange";"TRUE";11.1;"small"
343;17.7;8.65;"ponds";7.7;"Green_and_Chocolate";"FALSE";23.3;"really big"
344;10.62;13.57;"slowmovingwaters";6.9;"Calico";"FALSE";11.9;"big"
345;8.15;10.5;"slowmovingwaters";7.6;"Reddish_Orange";"FALSE";11.6;"small"
346;18.15;17.85;"rivers";7.0;"White";"FALSE";19.4;"really big"
347;6.9;12.53;"slowmovingwaters";7.6;"White";"TRUE";4.7;"small"
348;9.11;2.61;"idlewater";6.1;"Green_and_Chocolate";"TRUE";10.4;"small"
349;19.73;11.63;"idlewater";7.1;"Green_and_Chocolate";"FALSE";7.3;"really big"
350;14.22;6.49;"rivers";6.5;"Black_and_Orange";"FALSE";6.4;"big"
351;9.29;11.57;"ponds";7.1;"Red_and_Silver";"FALSE";1.3;"small"
352;2.78;11.14;"slowmovingwaters";6.1;"Black_and_Orange";"FALSE";27.6;"really small"
353;15.8;8.29;"lakes";7.0;"Reddish_Orange";"TRUE";4.0;"really big"
354;14.77;18.18;"lakes";6.0;"White";"TRUE";12.8;"big"
355;19.67;14.79;"lakes";6.7;"Red_and_Silver";"FALSE";1.9;"really big"
356;18.42;10.75;"slowmovingwaters";6.8;"Yellow";"FALSE";19.6;"really big"
357;18.94;11.5;"rivers";6.4;"Red_and_Silver";"FALSE";24.5;"really big"
358;3.38;16.38;"lakes";7.5;"Calico";"TRUE";20.0;"really small"
359;3.82;13.48;"lakes";6.7;"Calico";"FALSE";27.3;"really small"
360;15.09;3.86;"lakes";7.2;"Red_and_Silver";"FALSE";10.9;"really big"
361;17.54;15.03;"lakes";6.2;"Yellow";"TRUE";11.8;"really big"
362;1.4;12.33;"idlewater";7.3;"Yellow";"TRUE";11.0;"really small"
363;19.04;16.92;"rivers";7.9;"Calico";"TRUE";1.1;"really big"
364;3.35;7.88;"slowmovingwaters";6.1;"Red_and_Silver";"FALSE";1.3;"really small"
365;6.56;17.05;"lakes";6.3;"White";"FALSE";7.7;"small"
366;15.54;2.04;"ponds";7.7;"Yellow";"TRUE";8.1;"really big"
367;8.32;13.44;"rivers";7.5;"White";"TRUE";10.9;"small"
368;18.19;14.74;"rivers";7.6;"Red_and_Silver";"FALSE";26.6;"really big"
369;14.53;5.29;"lakes";6.1;"Calico";"FALSE";24.5;"big"
370;11.72;5.3;"lakes";7.4;"Red_and_White_Bi_Color";"FALSE";2.9;"big"
371;7.4;14.52;"slowmovingwaters";7.1;"Red_and_Silver";"TRUE";11.9;"small"
372;16.63;4.28;"slowmovingwaters";6.0;"Red_and_White_Bi_Color";"FALSE";20.7;"really big"
373;2.13;15.79;"rivers";6.9;"Red_and_Silver";"TRUE";22.8;"really small"
374;3.13;16.89;"rivers";7.7;"Calico";"TRUE";26.0;"really small"
375;4.27;10.19;"lakes";7.2;"Yellow";"TRUE";6.1;"really small"
376;3.92;11.64;"ponds";6.5;"Yellow";"FALSE";21.0;"really small"
377;11.35;3.14;"lakes";7.3;"Orange";"FALSE";27.5;"big"
378;16.54;4.98;"idlewater";7.1;"Yellow";"FALSE";1.6;"really big"
379;7.9;14.78;"ponds";6.7;"Red_and_White_Bi_Color";"TRUE";24.4;"small"
380;10.66;5.35;"idlewater";7.9;"Green_and_Chocolate";"FALSE";18.0;"big"
381;15.32;17.32;"rivers";7.6;"Calico";"FALSE";27.5;"really big"
382;5.95;7.7;"idlewater";7.8;"Green_and_Chocolate";"FALSE";22.1;"small"
383;6.76;4.82;"lakes";7.5;"Black_and_Orange";"FALSE";3.4;"small"
384;9.18;16.59;"ponds";6.7;"Black_and_Orange";"FALSE";16.0;"small"
385;4.75;8.97;"ponds";6.0;"Green_and_Chocolate";"TRUE";16.6;"really small"
386;9.8;10.71;"slowmovingwaters";7.2;"Green_and_Chocolate";"FALSE";15.0;"small"
387;14.94;4.82;"ponds";7.6;"White";"FALSE";6.3;"big"
388;14.95;4.48;"slowmovingwaters";7.1;"Black_and_Orange";"TRUE";3.9;"big"
389;3.22;6.98;"slowmovingwaters";6.9;"Reddish_Orange";"FALSE";1.6;"really small"
390;15.17;9.34;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";25.2;"really big"
391;19.46;9.59;"rivers";6.5;"Yellow";"FALSE";19.2;"really big"
392;12.68;18.32;"idlewater";7.6;"Green_and_Chocolate";"TRUE";13.8;"big"
393;4.13;16.12;"idlewater";7.1;"Calico";"FALSE";6.3;"really small"
394;13.89;2.17;"slowmovingwaters";7.1;"White";"FALSE";5.4;"big"
395;12.88;13.72;"rivers";6.1;"Black_and_Orange";"FALSE";19.8;"big"
396;15.59;6.97;"idlewater";7.4;"White";"FALSE";3.4;"really big"
397;6.94;8.93;"lakes";7.9;"Orange";"FALSE";8.7;"small"
398;14.56;16.93;"lakes";7.3;"Yellow";"TRUE";17.8;"big"
399;12.59;8.58;"ponds";6.3;"White";"FALSE";22.1;"big"
400;18.63;8.75;"slowmovingwaters";6.5;"Calico";"TRUE";2.3;"really big"
401;14.6;5.19;"lakes";6.4;"Orange";"TRUE";16.3;"big"
402;1.83;7.74;"rivers";7.3;"Reddish_Orange";"TRUE";11.7;"really small"
403;13.25;16.04;"slowmovingwaters";6.1;"Yellow";"FALSE";7.1;"big"
404;9.51;3.02;"rivers";6.9;"Red_and_White_Bi_Color";"TRUE";2.7;"small"
405;1.42;6.59;"lakes";7.8;"Green_and_Chocolate";"FALSE";10.4;"really small"
406;9.67;13.61;"rivers";7.6;"Black_and_Orange";"FALSE";19.2;"small"
407;3.7;8.24;"slowmovingwaters";7.3;"White";"TRUE";25.6;"really small"
408;9.3;10.54;"ponds";7.3;"Reddish_Orange";"TRUE";21.9;"small"
409;2.13;18.68;"slowmovingwaters";7.5;"Green_and_Chocolate";"TRUE";17.3;"really small"
410;3.8;11.79;"ponds";7.2;"Red_and_Silver";"FALSE";27.4;"really small"
411;11.12;7.72;"ponds";7.3;"Orange";"FALSE";14.9;"big"
412;19.26;4.06;"rivers";6.4;"Orange";"TRUE";20.0;"really big"
413;18.96;7.51;"idlewater";7.7;"Red_and_Silver";"TRUE";7.5;"really big"
414;5.74;5.05;"lakes";6.7;"Calico";"FALSE";23.4;"small"
415;11.53;12.96;"lakes";6.1;"Red_and_Silver";"FALSE";17.1;"big"
416;8.93;2.16;"ponds";7.8;"White";"FALSE";15.9;"small"
417;1.57;15.83;"ponds";6.6;"Calico";"FALSE";9.4;"really small"
418;13.99;3.09;"rivers";6.0;"Black_and_Orange";"TRUE";8.6;"big"
419;10.03;15.13;"slowmovingwaters";6.1;"Yellow";"FALSE";24.5;"big"
420;5.83;15.57;"lakes";6.2;"Yellow";"TRUE";5.6;"small"
421;6.66;7.29;"rivers";6.2;"White";"TRUE";16.3;"small"
422;17.0;17.28;"lakes";7.2;"Reddish_Orange";"FALSE";19.5;"really big"
423;3.25;2.67;"slowmovingwaters";6.1;"White";"FALSE";21.5;"really small"
424;10.47;9.32;"lakes";7.7;"Yellow";"TRUE";15.6;"big"
425;18.73;4.15;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";25.1;"really big"
426;3.54;18.11;"lakes";7.2;"Calico";"TRUE";1.3;"really small"
427;3.79;5.2;"ponds";7.5;"Red_and_White_Bi_Color";"FALSE";13.7;"really small"
428;9.46;18.45;"idlewater";6.1;"Green_and_Chocolate";"TRUE";14.4;"small"
429;16.98;18.82;"rivers";6.5;"Orange";"FALSE";21.6;"really big"
430;14.02;17.89;"rivers";6.6;"Red_and_White_Bi_Color";"TRUE";6.1;"big"
431;5.11;10.69;"slowmovingwaters";7.9;"Black_and_Orange";"FALSE";20.9;"small"
432;12.19;12.69;"lakes";6.9;"White";"FALSE";18.3;"big"
433;6.04;18.27;"lakes";6.5;"Red_and_White_Bi_Color";"FALSE";27.3;"small"
434;9.11;17.25;"rivers";6.9;"Green_and_Chocolate";"FALSE";16.0;"small"
435;5.47;5.56;"ponds";7.3;"Black_and_Orange";"FALSE";20.4;"small"
436;6.95;4.51;"slowmovingwaters";7.1;"Green_and_Chocolate";"FALSE";27.4;"small"
437;10.17;8.37;"slowmovingwaters";6.6;"Yellow";"TRUE";9.1;"big"
438;5.57;3.96;"ponds";6.6;"Black_and_Orange";"FALSE";8.8;"small"
439;19.62;12.76;"slowmovingwaters";6.8;"Red_and_Silver";"FALSE";20.1;"really big"
440;9.82;6.56;"rivers";7.3;"Green_and_Chocolate";"FALSE";8.1;"small"
441;18.55;5.08;"lakes";7.1;"Orange";"TRUE";4.0;"really big"
442;10.73;18.64;"ponds";7.5;"Yellow";"TRUE";26.8;"big"
443;1.46;11.21;"lakes";7.9;"Calico";"TRUE";25.8;"really small"
444;15.67;17.78;"lakes";6.2;"Red_and_White_Bi_Color";"FALSE";18.9;"really big"
445;12.61;17.14;"rivers";7.9;"Orange";"FALSE";26.4;"big"
446;18.41;14.78;"slowmovingwaters";7.1;"Green_and_Chocolate";"TRUE";3.0;"really big"
447;2.04;8.38;"idlewater";7.2;"Green_and_Chocolate";"FALSE";8.9;"really small"
448;5.08;2.89;"ponds";6.5;"Orange";"FALSE";20.9;"small"
449;16.07;16.67;"idlewater";7.9;"Green_and_Chocolate";"TRUE";2.1;"really big"
450;17.95;18.18;"lakes";6.0;"Red_and_White_Bi_Color";"TRUE";7.5;"really big"
451;8.13;16.75;"idlewater";6.2;"Orange";"FALSE";17.2;"small"
452;9.78;3.66;"lakes";7.6;"Yellow";"FALSE";26.1;"small"
453;16.72;18.02;"idlewater";6.1;"Green_and_Chocolate";"FALSE";23.4;"really big"
454;2.73;3.33;"slowmovingwaters";6.5;"Black_and_Orange";"TRUE";19.2;"really small"
455;11.03;5.92;"lakes";6.5;"Yellow";"FALSE";23.0;"big"
456;5.48;8.35;"slowmovingwaters";6.6;"Green_and_Chocolate";"TRUE";11.8;"small"
457;2.75;3.3;"ponds";6.3;"Green_and_Chocolate";"FALSE";2.9;"really small"
458;14.86;17.49;"ponds";7.8;"Orange";"FALSE";3.1;"big"
459;5.71;5.79;"idlewater";6.9;"Yellow";"FALSE";6.0;"small"
460;11.39;14.56;"idlewater";6.1;"White";"FALSE";8.2;"big"
461;17.79;15.59;"idlewater";7.3;"Reddish_Orange";"FALSE";21.9;"really big"
462;5.75;9.23;"ponds";7.4;"Calico";"TRUE";2.7;"small"
463;10.28;4.04;"idlewater";6.0;"Orange";"FALSE";19.5;"big"
464;8.2;10.71;"rivers";8.0;"Yellow";"TRUE";23.4;"small"
465;3.76;8.7;"lakes";6.9;"Yellow";"TRUE";5.4;"really small"
466;19.79;8.43;"idlewater";6.6;"Calico";"TRUE";26.0;"really big"
467;10.57;18.33;"lakes";6.5;"Yellow";"TRUE";4.3;"big"
468;10.29;9.47;"lakes";6.5;"Red_and_Silver";"TRUE";5.8;"big"
469;4.82;9.66;"lakes";7.1;"Green_and_Chocolate";"TRUE";20.9;"really small"
470;1.21;18.79;"lakes";6.6;"Orange";"FALSE";27.7;"really small"
471;14.44;10.39;"rivers";7.3;"Reddish_Orange";"FALSE";19.8;"big"
472;9.26;18.75;"ponds";7.8;"Reddish_Orange";"TRUE";14.9;"small"
473;13.9;9.07;"slowmovingwaters";7.8;"Black_and_Orange";"TRUE";4.6;"big"
474;13.71;7.33;"idlewater";6.9;"Green_and_Chocolate";"TRUE";23.3;"big"
475;19.01;13.93;"idlewater";7.1;"Yellow";"FALSE";25.3;"really big"
476;16.68;14.96;"ponds";7.9;"Calico";"FALSE";15.2;"really big"
477;1.91;18.15;"slowmovingwaters";6.7;"Red_and_White_Bi_Color";"FALSE";21.3;"really small"
478;3.88;8.4;"ponds";7.6;"Green_and_Chocolate";"FALSE";22.0;"really small"
479;15.44;2.86;"idlewater";6.7;"White";"TRUE";16.2;"really big"
480;14.77;12.16;"ponds";7.1;"Calico";"FALSE";23.2;"big"
481;19.76;12.04;"slowmovingwaters";6.3;"Red_and_White_Bi_Color";"TRUE";24.5;"really big"
482;18.58;9.41;"slowmovingwaters";7.4;"White";"TRUE";14.8;"really big"
483;2.32;9.02;"slowmovingwaters";7.2;"Yellow";"TRUE";24.1;"really small"
484;13.66;3.41;"ponds";6.6;"Black_and_Orange";"FALSE";13.7;"big"
485;8.78;18.31;"rivers";6.7;"Green_and_Chocolate";"FALSE";2.5;"small"
486;15.98;4.36;"slowmovingwaters";6.7;"Orange";"TRUE";11.6;"really big"
487;2.67;10.74;"ponds";6.1;"Orange";"FALSE";13.0;"really small"
488;18.3;11.06;"ponds";7.7;"Green_and_Chocolate";"TRUE";18.9;"really big"
489;11.58;18.74;"slowmovingwaters";6.6;"Orange";"TRUE";3.2;"big"
490;4.17;8.06;"ponds";8.0;"Yellow";"FALSE";2.2;"really small"
491;2.9;6.13;"ponds";7.5;"Black_and_Orange";"FALSE";18.9;"really small"
492;14.26;15.43;"lakes";6.1;"Orange";"FALSE";17.0;"big"
493;17.01;7.56;"ponds";6.8;"Red_and_Silver";"FALSE";27.9;"really big"
494;14.17;10.59;"ponds";7.5;"Black_and_Orange";"FALSE";16.8;"big"
495;18.87;11.91;"ponds";7.7;"Calico";"FALSE";16.0;"really big"
496;15.33;17.13;"rivers";6.1;"Red_and_Silver";"TRUE";23.5;"really big"
497;14.6;16.92;"ponds";6.3;"White";"TRUE";5.3;"big"
498;9.47;4.71;"slowmovingwaters";7.3;"Yellow";"FALSE";10.0;"small"
499;19.97;15.96;"ponds";7.2;"Calico";"FALSE";1.3;"really big"
500;17.1;16.93;"slowmovingwaters";6.8;"Reddish_Orange";"TRUE";16.5;"really big"
501;18.54;9.49;"ponds";7.0;"Red_and_White_Bi_Color";"FALSE";5.2;"really big"
502;1.29;5.84;"idlewater";6.3;"Green_and_Chocolate";"FALSE";26.3;"really small"
503;10.32;13.38;"idlewater";7.4;"Red_and_Silver";"TRUE";22.7;"big"
504;14.12;11.57;"idlewater";6.2;"Black_and_Orange";"TRUE";11.6;"big"
505;15.5;15.86;"idlewater";7.0;"Yellow";"TRUE";18.5;"really big"
506;14.84;15.26;"ponds";7.1;"Red_and_White_Bi_Color";"TRUE";6.8;"big"
507;7.37;14.33;"ponds";7.7;"Black_and_Orange";"FALSE";15.1;"small"
508;2.8;3.62;"slowmovingwaters";7.1;"Yellow";"FALSE";2.0;"really small"
509;8.06;8.61;"idlewater";7.1;"Green_and_Chocolate";"TRUE";15.9;"small"
510;17.97;10.76;"lakes";7.3;"Orange";"FALSE";9.9;"really big"
511;5.03;7.23;"ponds";7.7;"Yellow";"FALSE";9.9;"small"
512;18.26;14.5;"rivers";6.6;"Calico";"TRUE";9.7;"really big"
513;1.11;4.47;"rivers";7.2;"Orange";"FALSE";26.7;"really small"
514;7.58;5.68;"rivers";7.5;"Calico";"TRUE";15.2;"small"
515;18.45;8.83;"rivers";7.2;"Red_and_Silver";"TRUE";7.7;"really big"
516;3.27;16.95;"lakes";6.4;"Reddish_Orange";"TRUE";22.1;"really small"
517;13.23;13.69;"ponds";6.2;"White";"FALSE";22.9;"big"
518;18.41;13.23;"slowmovingwaters";7.7;"Reddish_Orange";"TRUE";19.2;"really big"
519;13.11;11.38;"lakes";7.6;"Calico";"FALSE";20.5;"big"
520;11.58;3.26;"slowmovingwaters";7.1;"Orange";"FALSE";7.5;"big"
521;13.4;8.97;"idlewater";7.0;"Red_and_White_Bi_Color";"TRUE";6.1;"big"
522;14.39;3.32;"rivers";7.5;"Yellow";"TRUE";18.6;"big"
523;8.28;18.84;"idlewater";7.4;"Yellow";"TRUE";18.8;"small"
524;4.96;15.28;"lakes";7.3;"Red_and_Silver";"FALSE";2.8;"really small"
525;12.63;4.15;"ponds";6.0;"Yellow";"TRUE";16.7;"big"
526;2.25;15.15;"lakes";7.1;"Reddish_Orange";"TRUE";11.0;"really small"
527;13.56;12.66;"slowmovingwaters";8.0;"Calico";"TRUE";24.4;"big"
528;17.06;11.97;"slowmovingwaters";6.6;"Black_and_Orange";"TRUE";11.8;"really big"
529;1.13;6.09;"rivers";7.5;"Orange";"FALSE";9.4;"really small"
530;6.38;8.07;"slowmovingwaters";6.9;"Reddish_Orange";"FALSE";11.1;"small"
531;3.33;5.63;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";21.6;"really small"
532;9.99;14.62;"rivers";7.2;"Orange";"TRUE";21.6;"small"
533;7.01;8.26;"lakes";7.2;"Green_and_Chocolate";"FALSE";12.6;"small"
534;2.57;13.8;"idlewater";6.4;"Reddish_Orange";"FALSE";19.8;"really small"
535;10.54;16.01;"slowmovingwaters";7.5;"Orange";"TRUE";7.4;"big"
536;18.25;17.72;"idlewater";6.4;"White";"TRUE";4.9;"really big"
537;7.74;9.08;"lakes";6.4;"Orange";"TRUE";24.6;"small"
538;13.87;3.39;"slowmovingwaters";6.1;"Green_and_Chocolate";"TRUE";21.9;"big"
539;9.86;3.11;"idlewater";7.3;"White";"TRUE";18.9;"small"
540;8.44;14.05;"lakes";6.7;"Calico";"TRUE";23.4;"small"
541;19.66;2.77;"slowmovingwaters";6.2;"White";"TRUE";20.0;"really big"
542;16.86;9.54;"slowmovingwaters";6.3;"Red_and_Silver";"FALSE";1.6;"really big"
543;7.92;8.73;"rivers";6.7;"White";"FALSE";8.4;"small"
544;15.31;11.57;"rivers";7.7;"Reddish_Orange";"TRUE";12.2;"really big"
545;9.2;10.12;"lakes";7.9;"Calico";"TRUE";14.7;"small"
546;3.23;18.03;"ponds";7.6;"Black_and_Orange";"FALSE";15.5;"really small"
547;11.96;12.07;"slowmovingwaters";6.3;"Red_and_Silver";"TRUE";24.5;"big"
548;17.34;11.95;"slowmovingwaters";6.2;"Green_and_Chocolate";"TRUE";27.1;"really big"
549;1.19;16.49;"lakes";7.2;"Reddish_Orange";"TRUE";17.3;"really small"
550;16.17;5.73;"lakes";7.2;"Reddish_Orange";"FALSE";19.4;"really big"
551;2.04;18.25;"rivers";6.8;"Red_and_Silver";"TRUE";19.2;"really small"
552;16.27;17.6;"ponds";7.5;"White";"FALSE";6.1;"really big"
553;16.71;2.01;"ponds";7.8;"Red_and_White_Bi_Color";"FALSE";6.2;"really big"
554;6.49;13.68;"slowmovingwaters";6.1;"Red_and_White_Bi_Color";"TRUE";12.6;"small"
555;19.04;18.35;"idlewater";7.5;"Red_and_Silver";"FALSE";11.5;"really big"
556;8.8;2.08;"lakes";7.8;"Orange";"TRUE";17.4;"small"
557;12.89;9.87;"slowmovingwaters";6.6;"Orange";"FALSE";11.2;"big"
558;3.42;13.2;"lakes";7.5;"Green_and_Chocolate";"TRUE";5.4;"really small"
559;12.9;9.28;"ponds";7.7;"Black_and_Orange";"FALSE";21.8;"big"
560;1.3;8.27;"lakes";7.3;"Black_and_Orange";"FALSE";27.9;"really small"
561;10.35;16.25;"rivers";7.8;"Green_and_Chocolate";"FALSE";14.2;"big"
562;14.46;18.2;"ponds";6.3;"White";"TRUE";6.8;"big"
563;12.5;7.48;"ponds";8.0;"Orange";"TRUE";19.2;"big"
564;19.2;6.44;"lakes";7.9;"Reddish_Orange";"FALSE";4.8;"really big"
565;4.95;11.79;"ponds";7.2;"Yellow";"TRUE";25.5;"really small"
566;9.63;4.73;"rivers";6.1;"Green_and_Chocolate";"FALSE";8.0;"small"
567;19.04;13.86;"rivers";7.0;"Calico";"FALSE";20.3;"really big"
568;19.36;16.84;"rivers";7.2;"Calico";"FALSE";23.4;"really big"
569;9.51;5.79;"ponds";6.1;"Black_and_Orange";"FALSE";9.2;"small"
570;14.36;12.81;"lakes";7.7;"Red_and_Silver";"FALSE";1.9;"big"
571;2.77;6.24;"ponds";7.2;"Orange";"TRUE";9.4;"really small"
572;1.51;11.04;"lakes";6.3;"Calico";"FALSE";18.7;"really small"
573;14.97;2.01;"slowmovingwaters";6.7;"White";"TRUE";21.8;"big"
574;8.03;10.53;"rivers";7.5;"Green_and_Chocolate";"TRUE";19.6;"small"
575;1.52;3.01;"idlewater";6.6;"Yellow";"TRUE";17.6;"really small"
576;19.73;11.53;"idlewater";7.4;"Green_and_Chocolate";"FALSE";23.9;"really big"
577;9.09;8.48;"slowmovingwaters";6.9;"Orange";"TRUE";2.1;"small"
578;6.28;2.71;"lakes";6.5;"Red_and_White_Bi_Color";"FALSE";11.9;"small"
579;9.37;12.3;"rivers";6.9;"Green_and_Chocolate";"FALSE";23.8;"small"
580;7.74;12.17;"idlewater";6.4;"Black_and_Orange";"TRUE";9.3;"small"
581;3.42;3.73;"ponds";6.3;"Red_and_Silver";"FALSE";9.6;"really small"
582;14.53;17.51;"rivers";7.6;"Red_and_Silver";"TRUE";19.9;"big"
583;13.6;2.65;"ponds";7.8;"Yellow";"TRUE";16.8;"big"
584;2.09;3.55;"ponds";6.9;"Yellow";"FALSE";15.6;"really small"
585;13.28;13.85;"lakes";7.6;"Calico";"TRUE";2.8;"big"
586;7.32;9.1;"slowmovingwaters";6.8;"Yellow";"TRUE";17.5;"small"
587;3.52;15.78;"idlewater";6.3;"White";"TRUE";17.4;"really small"
588;14.31;17.52;"slowmovingwaters";7.6;"White";"FALSE";13.9;"big"
589;8.68;17.16;"lakes";6.6;"Red_and_Silver";"FALSE";26.0;"small"
590;1.6;13.95;"idlewater";7.3;"Calico";"TRUE";10.9;"really small"
591;10.35;5.16;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";2.2;"big"
592;19.53;5.68;"rivers";8.0;"Yellow";"FALSE";19.1;"really big"
593;17.3;11.92;"rivers";6.4;"Yellow";"FALSE";24.5;"really big"
594;12.17;9.88;"idlewater";6.3;"Yellow";"FALSE";14.6;"big"
595;9.5;6.22;"rivers";6.7;"Red_and_White_Bi_Color";"FALSE";5.9;"small"
596;5.09;18.44;"rivers";7.0;"Green_and_Chocolate";"TRUE";12.0;"small"
597;14.65;14.1;"lakes";7.0;"Green_and_Chocolate";"TRUE";21.0;"big"
598;14.58;8.24;"lakes";7.4;"Reddish_Orange";"FALSE";11.5;"big"
599;13.36;13.44;"ponds";6.4;"Yellow";"FALSE";13.4;"big"
600;9.18;17.87;"slowmovingwaters";7.9;"White";"FALSE";7.9;"small"
601;16.55;3.22;"lakes";6.7;"Orange";"FALSE";22.7;"really big"
602;4.43;14.97;"ponds";6.6;"Reddish_Orange";"FALSE";2.6;"really small"
603;11.28;16.0;"lakes";7.0;"Reddish_Orange";"FALSE";19.9;"big"
604;7.86;13.06;"lakes";7.2;"Red_and_Silver";"TRUE";12.7;"small"
605;15.86;16.41;"lakes";7.0;"Black_and_Orange";"TRUE";9.8;"really big"
606;6.92;8.2;"slowmovingwaters";6.8;"Reddish_Orange";"FALSE";9.9;"small"
607;17.4;14.22;"ponds";7.9;"Red_and_Silver";"FALSE";25.6;"really big"
608;11.5;7.09;"lakes";6.1;"White";"TRUE";2.9;"big"
609;13.5;4.79;"idlewater";7.8;"Orange";"TRUE";14.7;"big"
610;2.46;18.8;"slowmovingwaters";7.4;"Red_and_White_Bi_Color";"FALSE";7.6;"really small"
611;10.52;9.23;"lakes";6.3;"Green_and_Chocolate";"FALSE";12.4;"big"
612;4.2;17.86;"lakes";6.2;"Black_and_Orange";"TRUE";14.3;"really small"
613;13.64;10.92;"idlewater";7.5;"White";"TRUE";9.6;"big"
614;13.44;2.22;"slowmovingwaters";7.8;"Red_and_Silver";"FALSE";11.1;"big"
615;7.33;12.75;"lakes";7.7;"Yellow";"FALSE";27.4;"small"
616;17.11;8.17;"rivers";6.3;"White";"FALSE";11.5;"really big"
617;19.1;15.85;"rivers";6.3;"Yellow";"FALSE";23.3;"really big"
618;6.52;13.48;"ponds";6.3;"Red_and_Silver";"TRUE";16.5;"small"
619;12.71;7.68;"rivers";7.5;"Yellow";"FALSE";17.8;"big"
620;18.88;8.42;"ponds";7.2;"Yellow";"FALSE";23.9;"really big"
621;2.21;11.07;"lakes";7.1;"Green_and_Chocolate";"TRUE";5.7;"really small"
622;9.8;6.74;"ponds";7.1;"Red_and_White_Bi_Color";"TRUE";15.2;"small"
623;8.49;14.22;"rivers";7.8;"Yellow";"FALSE";9.0;"small"
624;14.64;17.96;"idlewater";6.2;"Calico";"TRUE";11.5;"big"
625;9.63;14.21;"lakes";7.8;"Calico";"TRUE";11.9;"small"
626;14.54;3.95;"ponds";6.8;"Yellow";"FALSE";11.9;"big"
627;1.17;17.4;"lakes";7.6;"Black_and_Orange";"TRUE";10.0;"really small"
628;6.75;16.69;"ponds";6.6;"Green_and_Chocolate";"FALSE";12.1;"small"
629;17.06;15.82;"ponds";6.3;"Green_and_Chocolate";"TRUE";2.8;"really big"
630;1.65;10.8;"lakes";6.8;"Green_and_Chocolate";"FALSE";14.4;"really small"
631;17.93;12.16;"rivers";7.6;"Reddish_Orange";"TRUE";10.7;"really big"
632;15.14;5.91;"rivers";6.5;"Black_and_Orange";"FALSE";8.3;"really big"
633;18.13;10.12;"rivers";6.1;"Black_and_Orange";"FALSE";11.8;"really big"
634;7.07;3.53;"ponds";7.9;"Red_and_Silver";"TRUE";11.1;"small"
635;5.49;3.35;"ponds";6.9;"Black_and_Orange";"TRUE";2.5;"small"
636;16.39;10.0;"idlewater";7.2;"Calico";"FALSE";5.8;"really big"
637;9.52;14.34;"idlewater";6.2;"Black_and_Orange";"FALSE";2.2;"small"
638;3.27;5.66;"slowmovingwaters";7.0;"Green_and_Chocolate";"TRUE";8.3;"really small"
639;16.87;4.63;"idlewater";6.4;"Calico";"FALSE";4.0;"really big"
640;15.09;16.04;"ponds";6.3;"Green_and_Chocolate";"TRUE";21.6;"really big"
641;7.42;8.85;"ponds";7.2;"Calico";"TRUE";3.5;"small"
642;6.15;6.08;"idlewater";6.0;"Reddish_Orange";"FALSE";27.4;"small"
643;16.42;13.71;"rivers";7.1;"Green_and_Chocolate";"TRUE";15.7;"really big"
644;2.75;18.47;"ponds";7.5;"Orange";"TRUE";3.3;"really small"
645;1.1;4.33;"slowmovingwaters";7.5;"Orange";"FALSE";23.5;"really small"
